,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
772,"Eror mulu, sudah seminggu begadang buat pesen tiket baliknya, eror mulu, giliran bener eh ud kosong aja bangkunya dari yg murah sampe yg mahal abis, anehnya pas nyoba 2 jam berikutnya, nongol lagi tuh yg tadi abis, kayanya ada mafia tiket nih",eror mulu sudah seminggu begadang buat pesen tiket baliknya eror mulu giliran bener eh ud kosong aja bangkunya dari yg murah sampe yg mahal abis anehnya pas nyoba jam berikutnya nongol lagi tuh yg tadi abis kayanya ada mafia tiket nih,eror melulu sudah minggu begadang buat pesan tiket balik eror melulu gilir benar eh sudah kosong saja bangku dari yang murah sampai yang mahal habis aneh pas nyoba jam ikut nongol lagi itu yang tadi habis kaya ada mafia tiket ini,eror melulu begadang pesan tiket eror melulu gilir kosong bangku murah mahal habis aneh nyoba jam nongol habis kaya mafia tiket,"['eror', 'melulu', 'begadang', 'pesan', 'tiket', 'eror', 'melulu', 'gilir', 'kosong', 'bangku', 'murah', 'mahal', 'habis', 'aneh', 'nyoba', 'jam', 'nongol', 'habis', 'kaya', 'mafia', 'tiket']",-6,negative
773,"Tuh server benerin, tiap pukul 00.00 server error, pas balik normal udah abis aja tiketnya, gimana nih solusinya",tuh server benerin tiap pukul server error pas balik normal udah abis aja tiketnya gimana nih solusinya,itu server benerin tiap pukul server error pas balik normal sudah habis saja tiket bagaimana ini solusi,server benerin server error normal habis tiket solusi,"['server', 'benerin', 'server', 'error', 'normal', 'habis', 'tiket', 'solusi']",1,positive
774,"mengecewakan,, niatnya mau membuat maju kereta api.. tapi memberikan suatu progam tanpa ada alternatif lain.. orang pesen tiket suruh pake aplikasi.. kalau pesan langsung harus hari H kebanyakan gak dapat tempat duduk.. kalau orang tua yang pesan dan gak bisa pake aplikasi.. disuruh minta tolong yang punya aplikasi.. tapi kalau pesenin orang.. yang punya aplikasi harus pesen juga.. gak bisa diganti atau apa.. giliran dicancel.. yang balik dana cuma 75% dan nunggu sebulan.. bad idea",mengecewakan niatnya mau membuat maju kereta api tapi memberikan suatu progam tanpa ada alternatif lain orang pesen tiket suruh pake aplikasi kalau pesan langsung harus hari h kebanyakan gak dapat tempat duduk kalau orang tua yang pesan dan gak bisa pake aplikasi disuruh minta tolong yang punya aplikasi tapi kalau pesenin orang yang punya aplikasi harus pesen juga gak bisa diganti atau apa giliran dicancel yang balik dana cuma dan nunggu sebulan bad idea,kecewa niat mau buat maju kereta api tapi beri suatu progam tanpa ada alternatif lain orang pesan tiket suruh pakai aplikasi kalau pesan langsung harus hari h banyak tidak dapat tempat duduk kalau orang tua yang pesan dan tidak bisa pakai aplikasi suruh minta tolong yang punya aplikasi tapi kalau senin orang yang punya aplikasi harus pesan juga tidak bisa ganti atau apa gilir dicancel yang balik dana cuma dan menunggu bulan buruk idea,kecewa niat maju kereta api progam alternatif orang pesan tiket suruh pakai aplikasi pesan langsung duduk orang tua pesan pakai aplikasi suruh tolong aplikasi orang aplikasi pesan ganti gilir dicancel dana menunggu buruk idea,"['kecewa', 'niat', 'maju', 'kereta', 'api', 'progam', 'alternatif', 'orang', 'pesan', 'tiket', 'suruh', 'pakai', 'aplikasi', 'pesan', 'langsung', 'duduk', 'orang', 'tua', 'pesan', 'pakai', 'aplikasi', 'suruh', 'tolong', 'aplikasi', 'orang', 'aplikasi', 'pesan', 'ganti', 'gilir', 'dicancel', 'dana', 'menunggu', 'buruk', 'idea']",-1,negative
775,"Sudah memesan 3 tiket sampai 3x . Saat masuk keproses pembayaran, halaman kembali mundur kehalaman awal saat pemesanan. Saat chech bagian menunggu pembayaran, di sana hanya show tagihan aja. Tetapi ga ada button untuk melanjutka. Pembayaran. Kalo mau bayar, harus ulang mesen tiket dari awal.. Sumpah ribet. Ga efektif dan ga memuaskan.",sudah memesan tiket sampai x saat masuk keproses pembayaran halaman kembali mundur kehalaman awal saat pemesanan saat chech bagian menunggu pembayaran di sana hanya show tagihan aja tetapi ga ada button untuk melanjutka pembayaran kalo mau bayar harus ulang mesen tiket dari awal sumpah ribet ga efektif dan ga memuaskan,sudah mes tiket sampai tidak bisa saat masuk proses bayar halaman kembali mundur halaman awal saat mesan saat chech bagi tunggu bayar di sana hanya show tagih saja tetapi tidak ada button untuk melanjutka bayar kalau mau bayar harus ulang mesen tiket dari awal sumpah ribet tidak efektif dan tidak muas,mes tiket masuk proses bayar halaman mundur halaman mesan chech tunggu bayar show tagih button melanjutka bayar bayar ulang mesen tiket sumpah ribet efektif muas,"['mes', 'tiket', 'masuk', 'proses', 'bayar', 'halaman', 'mundur', 'halaman', 'mesan', 'chech', 'tunggu', 'bayar', 'show', 'tagih', 'button', 'melanjutka', 'bayar', 'bayar', 'ulang', 'mesen', 'tiket', 'sumpah', 'ribet', 'efektif', 'muas']",-2,negative
776,"Mau pesen tiket error, tinggal milih kursi bug bgt apknya . Sampe keluar sendiri saking lamanya",mau pesen tiket error tinggal milih kursi bug bgt apknya sampe keluar sendiri saking lamanya,mau pesan tiket error tinggal milih kursi bug banget apknya sampai keluar sendiri saking lama,pesan tiket error tinggal kursi bug apknya saking,"['pesan', 'tiket', 'error', 'tinggal', 'kursi', 'bug', 'apknya', 'saking']",-2,negative
777,Sangat jelek untuk pemesanan tiket selalu lemot dan ujung²nya gagal kehabisan waktu Samsung A32 apakah tidak suport?,sangat jelek untuk pemesanan tiket selalu lemot dan ujungnya gagal kehabisan waktu samsung a apakah tidak suport,sangat jelek untuk mesan tiket selalu lambat dan ujung gagal habis waktu samsung a apakah tidak suport,jelek mesan tiket lambat ujung gagal habis samsung suport,"['jelek', 'mesan', 'tiket', 'lambat', 'ujung', 'gagal', 'habis', 'samsung', 'suport']",-3,negative
778,"1. Pesan tiket local aja ribet 2. pembayaran link aja tpi waktu bayar, gk bisa gnti nomer lain, harus nomer yg terdaftar di kai. 3. Tidak mempermudah sama sekali, malah mempersulit, kasian orang yg tua, apalagi yg gaptek.",pesan tiket local aja ribet pembayaran link aja tpi waktu bayar gk bisa gnti nomer lain harus nomer yg terdaftar di kai tidak mempermudah sama sekali malah mempersulit kasian orang yg tua apalagi yg gaptek,pesan tiket lokal saja ribet bayar link saja tapi waktu bayar tidak bisa gnti nomer lain harus nomer yang daftar di kai tidak mudah sama sekali bahkan sulit kasi orang yang tua apalagi yang gagap teknologi,pesan tiket lokal ribet bayar link bayar gnti nomer nomer daftar kai mudah sulit kasi orang tua gagap teknologi,"['pesan', 'tiket', 'lokal', 'ribet', 'bayar', 'link', 'bayar', 'gnti', 'nomer', 'nomer', 'daftar', 'kai', 'mudah', 'sulit', 'kasi', 'orang', 'tua', 'gagap', 'teknologi']",-1,negative
780,"Saya pengguna baru aplikasi ini kesulitan membeli tiket, pada sesi pembayaran selalu ""Wrong Pin"" sudah ke cs stasiun bilangnya versi androidnya minim harus 6, dicoba lagi pake versi android 7 tetep dg masalah yg sama wrong pin, niatlah saya ke grapari utarakan semua keluhan & ternyata Linkaja nya gak bermasalah, dipake pembayaran lain pun bisa,, jadi sebenernya saya harus ngadu ke siapa? Bayangin dehh beli tiket 10rb tapi mondar mandir ngabisin waktu",saya pengguna baru aplikasi ini kesulitan membeli tiket pada sesi pembayaran selalu wrong pin sudah ke cs stasiun bilangnya versi androidnya minim harus dicoba lagi pake versi android tetep dg masalah yg sama wrong pin niatlah saya ke grapari utarakan semua keluhan ternyata linkaja nya gak bermasalah dipake pembayaran lain pun bisa jadi sebenernya saya harus ngadu ke siapa bayangin dehh beli tiket rb tapi mondar mandir ngabisin waktu,saya guna baru aplikasi ini sulit beli tiket pada sesi bayar selalu wrong pin sudah ke cs stasiun bilang versi androidnya minim harus coba lagi pakai versi android tetep dengan masalah yang sama wrong pin niat saya ke grapari utara semua keluh nyata linkaja nya tidak masalah dipake bayar lain pun bisa jadi sebenernya saya harus ngadu ke siapa bayangin dehh beli tiket rb tapi mondar mandir ngabisin waktu,aplikasi sulit beli tiket sesi bayar wrong pin stasiun bilang versi androidnya minim coba pakai versi android tetep wrong pin niat grapari utara keluh nyata linkaja dipake bayar ngadu bayangin dehh beli tiket mondar mandir ngabisin,"['aplikasi', 'sulit', 'beli', 'tiket', 'sesi', 'bayar', 'wrong', 'pin', 'stasiun', 'bilang', 'versi', 'androidnya', 'minim', 'coba', 'pakai', 'versi', 'android', 'tetep', 'wrong', 'pin', 'niat', 'grapari', 'utara', 'keluh', 'nyata', 'linkaja', 'dipake', 'bayar', 'ngadu', 'bayangin', 'dehh', 'beli', 'tiket', 'mondar', 'mandir', 'ngabisin']",-3,negative
782,Maaf. Mungkin ini sebuah penurunan kualitas dari pelayanan kai acces karena aplikasi yang sangat berat dan bug yang melimpah ruah. 🙏. Dan saran jika tidak bisa memperbaiki bug. Tolong untuk pemesanan jangan dikasih waktu🙏. Karena banyak yang gagal pesan karena waktu habis disebabkan oleh bug yang ikutan pesen. Contohnya saya. Sudah gagal berulang kali sampe saya hafal 3 NIK temen saya yg mau saya belikan tiket juga. Hanya krn bug sehingga macet sampe waktu habis. Pdahal RAM 4GB 🙏,maaf mungkin ini sebuah penurunan kualitas dari pelayanan kai acces karena aplikasi yang sangat berat dan bug yang melimpah ruah dan saran jika tidak bisa memperbaiki bug tolong untuk pemesanan jangan dikasih waktu karena banyak yang gagal pesan karena waktu habis disebabkan oleh bug yang ikutan pesen contohnya saya sudah gagal berulang kali sampe saya hafal nik temen saya yg mau saya belikan tiket juga hanya krn bug sehingga macet sampe waktu habis pdahal ram gb,maaf mungkin ini buah turun kualitas dari layan kai acces karena aplikasi yang sangat berat dan bug yang limpah ruah dan saran jika tidak bisa baik bug tolong untuk mesan jangan kasih waktu karena banyak yang gagal pesan karena waktu habis sebab oleh bug yang ikut pesan contoh saya sudah gagal ulang kali sampai saya hafal nik teman saya yang mau saya belikan tiket juga hanya karena bug sehingga macet sampai waktu habis padahal ram gb,maaf buah turun kualitas layan kai acces aplikasi berat bug limpah ruah saran bug tolong mesan kasih gagal pesan habis bug pesan gagal ulang hafal nik teman belikan tiket bug macet habis ram,"['maaf', 'buah', 'turun', 'kualitas', 'layan', 'kai', 'acces', 'aplikasi', 'berat', 'bug', 'limpah', 'ruah', 'saran', 'bug', 'tolong', 'mesan', 'kasih', 'gagal', 'pesan', 'habis', 'bug', 'pesan', 'gagal', 'ulang', 'hafal', 'nik', 'teman', 'belikan', 'tiket', 'bug', 'macet', 'habis', 'ram']",-6,negative
783,"apk berlabel ""bumn"" tapi server kayak sampah, lemot parah, suka tiba-tiba keluar apk waktu mesen tiket, jadi susah buat mesen tiket. Buruan diperbaiki dah, ini kerja ga si tim developernya. Sorry kalau bahasanya terlalu kasar, tapi ini emang udah berkali-kali terjadi kaya gini. GWS dah",apk berlabel bumn tapi server kayak sampah lemot parah suka tiba tiba keluar apk waktu mesen tiket jadi susah buat mesen tiket buruan diperbaiki dah ini kerja ga si tim developernya sorry kalau bahasanya terlalu kasar tapi ini emang udah berkali kali terjadi kaya gini gws dah,aplikasi label bumn tapi server kayak sampah lambat parah suka tiba tiba keluar aplikasi waktu mesen tiket jadi susah buat mesen tiket buru baik deh ini kerja tidak si tim developer maaf kalau bahasa terlalu kasar tapi ini memang sudah kali kali jadi kaya gin cepat sembuh deh,aplikasi label bumn server kayak sampah lambat parah suka aplikasi mesen tiket susah mesen tiket buru deh kerja tim developer maaf bahasa kasar kaya cepat sembuh deh,"['aplikasi', 'label', 'bumn', 'server', 'kayak', 'sampah', 'lambat', 'parah', 'suka', 'aplikasi', 'mesen', 'tiket', 'susah', 'mesen', 'tiket', 'buru', 'deh', 'kerja', 'tim', 'developer', 'maaf', 'bahasa', 'kasar', 'kaya', 'cepat', 'sembuh', 'deh']",-1,negative
784,"1 bulan ini kenapa aplikasi KAI Acces ini gak bisa di Login, sampai"" sudah instal ulangpun tetep gak bisa di pakek login, jls"" accountnya benar, tapi di notifnya salah terus, kalau daftar lagi bertuliskan sudah terdaftar. Mau beli tiket aja susah begini, kalau urgent"" mau beli tiket kereta malah bingung ini mah. Mohon di perbaiki systemnya dong🙏🏻",bulan ini kenapa aplikasi kai acces ini gak bisa di login sampai sudah instal ulangpun tetep gak bisa di pakek login jls accountnya benar tapi di notifnya salah terus kalau daftar lagi bertuliskan sudah terdaftar mau beli tiket aja susah begini kalau urgent mau beli tiket kereta malah bingung ini mah mohon di perbaiki systemnya dong,bulan ini kenapa aplikasi kai acces ini tidak bisa di login sampai sudah instal ulang tetep tidak bisa di pakai login jelas accountnya benar tapi di notifnya salah terus kalau daftar lagi tulis sudah daftar mau beli tiket saja susah begini kalau urgent mau beli tiket kereta bahkan bingung ini mah mohon di baik systemnya dong,aplikasi kai acces login instal ulang tetep pakai login accountnya notifnya salah daftar tulis daftar beli tiket susah urgent beli tiket kereta bingung mohon systemnya,"['aplikasi', 'kai', 'acces', 'login', 'instal', 'ulang', 'tetep', 'pakai', 'login', 'accountnya', 'notifnya', 'salah', 'daftar', 'tulis', 'daftar', 'beli', 'tiket', 'susah', 'urgent', 'beli', 'tiket', 'kereta', 'bingung', 'mohon', 'systemnya']",-4,negative
785,"Saya baru pertama beli tiket keret api lokal via aplikasi kia acces. Tapi tiba2 harus dibatalkan. Untuk pembatalan saya tidak tau caranya. Sudah baca di keterangan tpi cara yang dijelaskan masih memakai cara pada aplikasi versi lama. Sedangkan pada versi baru ada pembatalan, tetapi saat saya klik tidak ada data tiket yang saya sudah bayar. Sehingga saya tidak bisa batalkan pemesanan. Mohon informasinya",saya baru pertama beli tiket keret api lokal via aplikasi kia acces tapi tiba harus dibatalkan untuk pembatalan saya tidak tau caranya sudah baca di keterangan tpi cara yang dijelaskan masih memakai cara pada aplikasi versi lama sedangkan pada versi baru ada pembatalan tetapi saat saya klik tidak ada data tiket yang saya sudah bayar sehingga saya tidak bisa batalkan pemesanan mohon informasinya,saya baru pertama beli tiket ret api lokal via aplikasi kia acces tapi tiba harus batal untuk batal saya tidak tahu cara sudah baca di terang tapi cara yang jelas masih pakai cara pada aplikasi versi lama sedang pada versi baru ada batal tetapi saat saya klik tidak ada data tiket yang saya sudah bayar sehingga saya tidak bisa batal mesan mohon informasi,beli tiket ret api lokal aplikasi kia acces batal batal baca terang pakai aplikasi versi versi batal klik data tiket bayar batal mesan mohon informasi,"['beli', 'tiket', 'ret', 'api', 'lokal', 'aplikasi', 'kia', 'acces', 'batal', 'batal', 'baca', 'terang', 'pakai', 'aplikasi', 'versi', 'versi', 'batal', 'klik', 'data', 'tiket', 'bayar', 'batal', 'mesan', 'mohon', 'informasi']",-4,negative
786,"Aplikasi yang menyulitkan masyarakat !! Mau pesen tiket aja susah nya minta ampun. Spek hp udah bagus, sinyal bagus, aplikasi masih ngebug aja. Gimana caranya pesen tiket kalo di stasiun suruh ke aplikasi, sedangkan aplikasinya jelek banget gini aksesnya",aplikasi yang menyulitkan masyarakat mau pesen tiket aja susah nya minta ampun spek hp udah bagus sinyal bagus aplikasi masih ngebug aja gimana caranya pesen tiket kalo di stasiun suruh ke aplikasi sedangkan aplikasinya jelek banget gini aksesnya,aplikasi yang sulit masyarakat mau pesan tiket saja susah nya minta ampun spek hp sudah bagus sinyal bagus aplikasi masih ngebug saja bagaimana cara pesan tiket kalau di stasiun suruh ke aplikasi sedang aplikasi jelek banget gin akses,aplikasi sulit masyarakat pesan tiket susah ampun spek bagus sinyal bagus aplikasi ngebug pesan tiket stasiun suruh aplikasi aplikasi jelek akses,"['aplikasi', 'sulit', 'masyarakat', 'pesan', 'tiket', 'susah', 'ampun', 'spek', 'bagus', 'sinyal', 'bagus', 'aplikasi', 'ngebug', 'pesan', 'tiket', 'stasiun', 'suruh', 'aplikasi', 'aplikasi', 'jelek', 'akses']",-1,negative
787,Seperti biasa yang namanya apk milik bumn/pemerintah selalu buruk Gak ada bagus2nya mau pembatalan tiket aja gagal mulu Aneh kan...,seperti biasa yang namanya apk milik bumn pemerintah selalu buruk gak ada bagusnya mau pembatalan tiket aja gagal mulu aneh kan,seperti biasa yang nama aplikasi milik bumn perintah selalu buruk tidak ada bagus mau batal tiket saja gagal melulu aneh kan,nama aplikasi milik bumn perintah buruk bagus batal tiket gagal melulu aneh,"['nama', 'aplikasi', 'milik', 'bumn', 'perintah', 'buruk', 'bagus', 'batal', 'tiket', 'gagal', 'melulu', 'aneh']",-4,negative
788,"Mau boking tiket lebaran ga bisa2,padahal untuk hari2 biasa bisa dan lancar,giliran mau pesen tiket lebaran tiketnya ga muncul",mau boking tiket lebaran ga bisa padahal untuk hari biasa bisa dan lancar giliran mau pesen tiket lebaran tiketnya ga muncul,mau pesan tiket lebaran tidak bisa padahal untuk hari biasa bisa dan lancar gilir mau pesan tiket lebaran tiket tidak muncul,pesan tiket lebaran lancar gilir pesan tiket lebaran tiket muncul,"['pesan', 'tiket', 'lebaran', 'lancar', 'gilir', 'pesan', 'tiket', 'lebaran', 'tiket', 'muncul']",1,positive
789,"Lemot bgttt astaga, harus ngulang berkali-kali buat beli tiketnya",lemot bgttt astaga harus ngulang berkali kali buat beli tiketnya,lambat sekali astaga harus ngulang kali kali buat beli tiket,lambat astaga ngulang beli tiket,"['lambat', 'astaga', 'ngulang', 'beli', 'tiket']",-1,negative
790,Baru update aplikasi eh malah lemot mau pesen tiket akhirnya gak jadi,baru update aplikasi eh malah lemot mau pesen tiket akhirnya gak jadi,baru perbarui aplikasi eh bahkan lambat mau pesan tiket akhir tidak jadi,perbarui aplikasi lambat pesan tiket,"['perbarui', 'aplikasi', 'lambat', 'pesan', 'tiket']",-1,negative
791,"Kai access yg susah diakses. Udah pake sistem android terbaru masih aja susah. Mau beli tiket selalu timeout atau not available padahal di channel kai lain gak ada masalah dan tiket masih tersedia banyak. Cache udah dikosongin, reinstall dll tetep gak ngangkat. Gak tau lagi mau kasih ulasan apa saking keselnya.",kai access yg susah diakses udah pake sistem android terbaru masih aja susah mau beli tiket selalu timeout atau not available padahal di channel kai lain gak ada masalah dan tiket masih tersedia banyak cache udah dikosongin reinstall dll tetep gak ngangkat gak tau lagi mau kasih ulasan apa saking keselnya,kai access yang susah akses sudah pakai sistem android baru masih saja susah mau beli tiket selalu timeout atau henti available padahal di channel kai lain tidak ada masalah dan tiket masih sedia banyak cache sudah dikosongin reinstall dan lain-lain tetep tidak ngangkat tidak tahu lagi mau kasih ulas apa saking kesel,kai access susah akses pakai sistem android susah beli tiket timeout henti available channel kai tiket sedia cache dikosongin reinstall lain-lain tetep ngangkat kasih ulas saking kesel,"['kai', 'access', 'susah', 'akses', 'pakai', 'sistem', 'android', 'susah', 'beli', 'tiket', 'timeout', 'henti', 'available', 'channel', 'kai', 'tiket', 'sedia', 'cache', 'dikosongin', 'reinstall', 'lain-lain', 'tetep', 'ngangkat', 'kasih', 'ulas', 'saking', 'kesel']",-2,negative
792,"Sangat mengecewakan! Setelah di update bukannya tambah enak dipake malah tambah lemot. Lemotnya tidak sekadar lemot, tapi sungguh-sungguh sangat lemot sampai tidak bisa membayar pesanan tiket👏",sangat mengecewakan setelah di update bukannya tambah enak dipake malah tambah lemot lemotnya tidak sekadar lemot tapi sungguh sungguh sangat lemot sampai tidak bisa membayar pesanan tiket,sangat kecewa telah di perbarui bukan tambah enak dipake bahkan tambah lambat lambat tidak sekadar lambat tapi sungguh sungguh sangat lambat sampai tidak bisa bayar pesan tiket,kecewa perbarui enak dipake lambat lambat lambat lambat bayar pesan tiket,"['kecewa', 'perbarui', 'enak', 'dipake', 'lambat', 'lambat', 'lambat', 'lambat', 'bayar', 'pesan', 'tiket']",-4,negative
793,"Aplikasi yang sangat penting , tapi sayangnya lemot, loading lama,,trus waktu nya time up habis. Disuruh ulang dari awal utk proses pemesanan tiket,,,begitu aja terus sampai berjam2 ulang, gagal. Sinyal lagi kenceng pakai 5G , tapi aplikasi lelet...",aplikasi yang sangat penting tapi sayangnya lemot loading lama trus waktu nya time up habis disuruh ulang dari awal utk proses pemesanan tiket begitu aja terus sampai berjam ulang gagal sinyal lagi kenceng pakai g tapi aplikasi lelet,aplikasi yang sangat penting tapi sayang lambat loading lama terus waktu nya time up habis suruh ulang dari awal untuk proses mesan tiket begitu saja terus sampai jam ulang gagal sinyal lagi kenceng pakai g tapi aplikasi lambat,aplikasi sayang lambat loading time habis suruh ulang proses mesan tiket jam ulang gagal sinyal kenceng pakai aplikasi lambat,"['aplikasi', 'sayang', 'lambat', 'loading', 'time', 'habis', 'suruh', 'ulang', 'proses', 'mesan', 'tiket', 'jam', 'ulang', 'gagal', 'sinyal', 'kenceng', 'pakai', 'aplikasi', 'lambat']",-2,negative
794,Kai bangke aplikasinya.. Nungguin tiket time out Mulu.. pas kebuka tiket abis.. dasar aplikasi KAI bangke. Sengaja begadang biar dapet tiket. Masa abis,kai bangke aplikasinya nungguin tiket time out mulu pas kebuka tiket abis dasar aplikasi kai bangke sengaja begadang biar dapet tiket masa abis,kai bangke aplikasi nungguin tiket time out melulu pas buka tiket habis dasar aplikasi kai bangke sengaja begadang biar dapat tiket masa habis,kai bangke aplikasi nungguin tiket time out melulu buka tiket habis dasar aplikasi kai bangke sengaja begadang biar tiket habis,"['kai', 'bangke', 'aplikasi', 'nungguin', 'tiket', 'time', 'out', 'melulu', 'buka', 'tiket', 'habis', 'dasar', 'aplikasi', 'kai', 'bangke', 'sengaja', 'begadang', 'biar', 'tiket', 'habis']",-2,negative
795,"Pakai aplikasi yg baru malah susah bgt beli tiketnya, tidak seperti aplikasi kai yg lama mudah sekali. Loading lambat, pin pembayaran tidak dikirim2, akhirnya gagal terus. Mohon untuk perbaikan sistem....",pakai aplikasi yg baru malah susah bgt beli tiketnya tidak seperti aplikasi kai yg lama mudah sekali loading lambat pin pembayaran tidak dikirim akhirnya gagal terus mohon untuk perbaikan sistem,pakai aplikasi yang baru bahkan susah banget beli tiket tidak seperti aplikasi kai yang lama mudah sekali loading lambat pin bayar tidak kirim akhir gagal terus mohon untuk baik sistem,pakai aplikasi susah beli tiket aplikasi kai mudah loading lambat pin bayar kirim gagal mohon sistem,"['pakai', 'aplikasi', 'susah', 'beli', 'tiket', 'aplikasi', 'kai', 'mudah', 'loading', 'lambat', 'pin', 'bayar', 'kirim', 'gagal', 'mohon', 'sistem']",-2,negative
796,"Maaf ya, dulu apps ini langgananku banget. Bayarnya bisa pake mbanking atau lewat indomaret. Booking kereta juga gampang. Sekarang kenapa jadi nyebelin parah? Kalo beli tiket, yang punya akun harus ikutan beli juga. Password sering incorrect padahal email sama password sama. Sampe harus sering diganti-ganti. Apps sering crack. Cuma keluar layar item. Tolong dong. Padahal dulu jarang update ga ada masalah. Ini kayaknya tiap bulan minta di-update, tapi malah tambah cacat.",maaf ya dulu apps ini langgananku banget bayarnya bisa pake mbanking atau lewat indomaret booking kereta juga gampang sekarang kenapa jadi nyebelin parah kalo beli tiket yang punya akun harus ikutan beli juga password sering incorrect padahal email sama password sama sampe harus sering diganti ganti apps sering crack cuma keluar layar item tolong dong padahal dulu jarang update ga ada masalah ini kayaknya tiap bulan minta di update tapi malah tambah cacat,maaf iya dulu apps ini langgan banget bayar bisa pakai mbanking atau lewat indomaret pesan kereta juga gampang sekarang kenapa jadi nyebelin parah kalau beli tiket yang punya akun harus ikut beli juga password sering incorrect padahal email sama password sama sampai harus sering ganti ganti apps sering crack cuma keluar layar hitam tolong dong padahal dulu jarang perbarui tidak ada masalah ini kayak tiap bulan minta di perbarui tapi bahkan tambah cacat,maaf apps langgan bayar pakai mbanking indomaret pesan kereta gampang nyebelin parah beli tiket akun beli password incorrect email password ganti ganti apps crack layar hitam tolong perbarui kayak perbarui cacat,"['maaf', 'apps', 'langgan', 'bayar', 'pakai', 'mbanking', 'indomaret', 'pesan', 'kereta', 'gampang', 'nyebelin', 'parah', 'beli', 'tiket', 'akun', 'beli', 'password', 'incorrect', 'email', 'password', 'ganti', 'ganti', 'apps', 'crack', 'layar', 'hitam', 'tolong', 'perbarui', 'kayak', 'perbarui', 'cacat']",-1,negative
797,"Sekarang bener² ribet ya naik kereta aja, tujuan Sukabumi bogor - bogor Sukabumi biar gk habis tiket nya pake aplikasi, giliran pake apk nya mau pesen habis semua, beli secara offline malah gk bisa semua di alihkan ke online tapi online habis juga, aneh buat ribet aja perasaan dulu kgk seribet ini, mending bangkrut aja sekalian nyusahin",sekarang bener ribet ya naik kereta aja tujuan sukabumi bogor bogor sukabumi biar gk habis tiket nya pake aplikasi giliran pake apk nya mau pesen habis semua beli secara offline malah gk bisa semua di alihkan ke online tapi online habis juga aneh buat ribet aja perasaan dulu kgk seribet ini mending bangkrut aja sekalian nyusahin,sekarang benar ribet iya naik kereta saja tuju sukabumi bogor bogor sukabumi biar tidak habis tiket nya pakai aplikasi gilir pakai aplikasi nya mau pesan habis semua beli cara offline bahkan tidak bisa semua di alih ke online tapi online habis juga aneh buat ribet saja asa dulu tidak seribet ini lebih baik bangkrut saja sekali nyusahin,ribet kereta tuju sukabumi bogor bogor sukabumi biar habis tiket pakai aplikasi gilir pakai aplikasi pesan habis beli offline alih online online habis aneh ribet asa seribet bangkrut nyusahin,"['ribet', 'kereta', 'tuju', 'sukabumi', 'bogor', 'bogor', 'sukabumi', 'biar', 'habis', 'tiket', 'pakai', 'aplikasi', 'gilir', 'pakai', 'aplikasi', 'pesan', 'habis', 'beli', 'offline', 'alih', 'online', 'online', 'habis', 'aneh', 'ribet', 'asa', 'seribet', 'bangkrut', 'nyusahin']",-4,negative
798,"Setelah update justru pemesanan tiket yg telah dilakukan di aplikasi lama hilang semua (tidak muncul). Namun ketika akan pesan lagi ditanggal dan jam yg sama tidak bisa, tulisannya ""tdk dapat melakukan pemesanan di jam yg sama"".",setelah update justru pemesanan tiket yg telah dilakukan di aplikasi lama hilang semua tidak muncul namun ketika akan pesan lagi ditanggal dan jam yg sama tidak bisa tulisannya tdk dapat melakukan pemesanan di jam yg sama,telah perbarui justru mesan tiket yang telah laku di aplikasi lama hilang semua tidak muncul namun ketika akan pesan lagi tanggal dan jam yang sama tidak bisa tulis tidak dapat laku mesan di jam yang sama,perbarui mesan tiket laku aplikasi hilang muncul pesan tanggal jam tulis laku mesan jam,"['perbarui', 'mesan', 'tiket', 'laku', 'aplikasi', 'hilang', 'muncul', 'pesan', 'tanggal', 'jam', 'tulis', 'laku', 'mesan', 'jam']",-1,negative
799,"Menurutku sangat membantu sekali aplikasi akses kai,LBH murah pesen tiket kereta disini...",menurutku sangat membantu sekali aplikasi akses kai lbh murah pesen tiket kereta disini,turut sangat bantu sekali aplikasi akses kai lbh murah pesan tiket kereta sini,bantu aplikasi akses kai lbh murah pesan tiket kereta,"['bantu', 'aplikasi', 'akses', 'kai', 'lbh', 'murah', 'pesan', 'tiket', 'kereta']",2,positive
